commit,parent1,parent2,ancestor,is pr,added lines,deleted lines,devs parent1,devs parent2,time,nr files,added files,deleted files,renamed files,copied files,modified files,nr commits1,nr commits2,density1,density2,fix,bug,feature,improve,document,refactor,update,add,remove,use,delete,change,messages_min,messages_max,messages_mean,messages_median,conflict,avg_density,avg_density_cat,added_lines_per_commit,deleted_lines_per_commit,files_per_commit,files_per_developer,messages_per_commit,commit_per_developer_on_branch1,commit_per_developer_on_branch2
19600,9019,4305,93,0,4,4,25,1,158,1,0,0,0,0,2,109,1,90,0,19,0,0,0,3,0,30,20,1,6,0,3,37,149,68.6697247706422,67.0,0,45.0,3,0.03636363636363636,0.03636363636363636,0.00909090909090909,0.038461538461538464,0.6242702251876564,4.36,1.0
18376,6756,1554,15215,1,13,5,4,1,7,1,0,0,0,0,2,6,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,88,169,109.33333333333331,99.5,0,0.0,,1.625,0.625,0.125,0.2,13.666666666666664,1.5,2.0
6680,2499,11291,3782,1,2,0,33,1,4261,1,0,0,0,0,1,95,1,2,0,13,0,1,0,1,0,6,47,0,0,1,1,22,97,48.705263157894734,46.0,0,1.0,1,0.020833333333333332,0.0,0.010416666666666666,0.029411764705882353,0.5073464912280702,2.878787878787879,1.0
8732,11302,9806,50,0,287,1,7,1,173,1,1,0,0,0,1,63,1,57,1,1,1,0,0,0,0,2,16,3,2,1,3,83,154,114.9047619047619,114.0,1,29.0,3,4.484375,0.015625,0.015625,0.125,1.7953869047619047,9.0,1.0
19658,13817,22784,4481,0,73,1,5,1,14,2,1,0,0,0,3,9,3,0,0,4,0,0,0,2,0,0,1,0,6,0,0,78,146,117.55555555555556,115.0,0,0.0,,6.083333333333333,0.08333333333333333,0.16666666666666666,0.3333333333333333,9.796296296296296,1.8,3.0
16382,22724,20270,12696,1,63,8,2,1,23,2,0,0,0,0,6,4,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,61,107,86.75,89.5,0,1.0,1,12.6,1.6,0.4,0.6666666666666666,17.35,2.0,1.0
22134,5168,23347,8322,0,1,0,1,1,50,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,23,22.0,22.0,1,0.0,,0.3333333333333333,0.0,0.3333333333333333,0.5,7.333333333333333,2.0,1.0
20620,16827,25539,5666,0,68,133,2,1,32,3,0,1,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38,87,62.5,62.5,1,0.5,1,22.666666666666668,44.333333333333336,1.0,1.0,20.833333333333332,1.0,1.0
25609,15513,6541,2598,0,1,0,6,1,146,1,0,0,0,0,1,17,1,16,1,0,0,0,0,0,0,1,9,0,0,0,0,73,120,97.64705882352942,101.0,0,8.5,3,0.05555555555555555,0.0,0.05555555555555555,0.14285714285714285,5.42483660130719,2.8333333333333335,1.0
17410,24977,15302,5731,0,75,83,1,1,28,9,0,0,0,0,11,32,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26,48,27.375,26.0,1,0.5,1,2.272727272727273,2.515151515151515,0.2727272727272727,4.5,0.8295454545454546,32.0,1.0
7905,17227,9511,12453,0,13,17,1,1,90,2,0,0,0,0,3,1,5,1,5,1,0,0,0,0,0,0,0,0,1,0,0,85,107,96.0,96.0,1,3.0,2,2.1666666666666665,2.8333333333333335,0.3333333333333333,1.0,16.0,1.0,5.0
18320,4655,23266,6884,0,442,80,1,1,70,6,2,0,0,0,14,44,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26,48,30.0,26.0,1,0.5,1,9.608695652173912,1.7391304347826086,0.13043478260869565,3.0,0.6521739130434783,44.0,2.0
17543,8114,19223,13674,1,101,1,4,1,85,4,0,0,0,0,6,10,4,6,3,1,0,0,0,0,0,1,5,1,1,0,6,48,141,69.55,53.0,0,4.5,2,7.214285714285714,0.07142857142857142,0.2857142857142857,0.8,4.9678571428571425,2.5,4.0
9226,21373,23228,13195,1,1,1,2,1,3,1,0,0,0,0,1,4,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,99,118,108.0,107.5,0,0.0,,0.2,0.2,0.2,0.3333333333333333,21.6,2.0,1.0
2676,1169,12103,13264,0,257,176,1,107,8363,1,1,0,0,0,7,1,282,0,6,26,0,5,0,1,0,44,101,32,7,1,7,34,117,56.6063829787234,54.5,1,3.0,2,0.9081272084805654,0.6219081272084805,0.0035335689045936395,0.009259259259259259,0.2000225546951357,1.0,2.635514018691589
12432,7333,7213,7379,0,322,82,1,7,944,1,0,0,0,0,13,1,26,0,1,8,1,0,0,0,0,5,6,0,0,0,0,14,121,45.46153846153846,48.0,1,0.5,1,11.925925925925926,3.037037037037037,0.037037037037037035,0.125,1.6837606837606838,1.0,3.7142857142857144
23617,24279,5519,12169,0,8537,4275,4,1,51,12,61,14,8,0,207,6,43,4,1,30,2,0,3,0,5,3,7,4,7,0,3,63,156,111.07751937984496,112.5,1,2.5,2,174.22448979591837,87.24489795918367,0.24489795918367346,2.4,2.2668881506090806,1.5,43.0
13549,5592,14565,15808,0,687,303,1,6,622,1,1,0,0,0,14,7,47,0,13,4,1,1,1,0,0,18,4,1,0,0,1,13,126,65.34954407294833,74.0,0,6.5,3,12.722222222222221,5.611111111111111,0.018518518518518517,0.14285714285714285,1.2101767420916358,7.0,7.833333333333333
10465,444,19146,12900,1,1,0,131,1,6156,1,0,0,0,0,1,347,1,1,0,27,0,4,0,1,0,50,133,37,6,0,8,23,106,46.273775216138326,45.0,0,0.5,1,0.0028735632183908046,0.0,0.0028735632183908046,0.007575757575757576,0.13297061843717908,2.648854961832061,1.0
12881,18404,25382,11236,0,77,36,32,1,5,3,0,0,0,0,6,258,2,0,0,13,1,0,1,1,3,7,20,6,18,2,0,42,171,76.25968992248062,77.0,1,0.0,,0.29615384615384616,0.13846153846153847,0.011538461538461539,0.09090909090909091,0.2933064997018485,8.0625,2.0
21718,21242,26689,7141,0,2754,549,3,7,322,2,7,1,4,0,22,9,66,3,6,6,0,0,1,0,1,3,7,1,3,0,3,26,362,102.9040404040404,100.5,0,4.5,2,36.72,7.32,0.02666666666666667,0.2,1.372053872053872,3.0,9.428571428571429
8419,11948,21683,1735,0,381,24,7,1,155,1,2,0,0,0,3,38,2,30,0,11,0,0,2,0,0,0,7,1,3,0,2,45,116,68.63157894736841,67.0,1,15.0,3,9.525,0.6,0.025,0.125,1.7157894736842103,5.428571428571429,2.0
99,3752,25392,11379,0,194,52,1,11,27,3,1,1,0,0,14,8,18,0,8,4,0,0,1,1,0,1,4,2,0,0,1,32,172,110.20833333333334,117.0,0,4.0,2,7.461538461538462,2.0,0.11538461538461539,0.25,4.238782051282052,8.0,1.6363636363636365
1626,20516,23701,17678,1,5,5,12,1,46,1,0,0,0,0,1,21,1,2,0,3,0,0,0,0,0,2,4,0,1,0,0,91,156,128.38095238095238,127.0,0,1.0,1,0.22727272727272727,0.22727272727272727,0.045454545454545456,0.07692307692307693,5.8354978354978355,1.75,1.0
5159,6720,20949,12290,0,298,18,24,1,1157,1,1,0,0,0,2,493,1,33,0,148,1,0,8,7,1,12,86,22,37,0,6,40,150,73.83569979716025,72.0,0,16.5,3,0.6032388663967612,0.03643724696356275,0.0020242914979757085,0.04,0.14946497934647823,20.541666666666668,1.0
1641,4335,23316,1298,1,1,0,7,1,193,1,0,0,0,0,1,19,2,11,2,2,0,0,0,0,0,4,5,1,0,0,0,52,102,71.02631578947368,61.5,0,6.5,3,0.047619047619047616,0.0,0.047619047619047616,0.125,3.382205513784461,2.7142857142857144,2.0
3588,4498,21983,16977,1,1,0,19,1,1659,1,0,0,0,0,1,43,1,0,0,6,0,1,0,1,0,2,19,0,0,0,1,18,71,43.16279069767442,45.0,0,0.0,,0.022727272727272728,0.0,0.022727272727272728,0.05,0.9809725158562368,2.263157894736842,1.0
20367,5888,4589,12789,0,69,0,8,1,80,1,1,0,0,0,1,72,1,36,1,17,0,0,11,0,0,5,10,5,5,0,1,41,131,74.76388888888889,68.5,0,18.5,3,0.9452054794520548,0.0,0.0136986301369863,0.1111111111111111,1.0241628614916285,9.0,1.0
22928,14146,12914,7674,1,0,0,2,1,22,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,36,65,50.5,50.5,0,0.0,,0.0,0.0,0.3333333333333333,0.3333333333333333,16.833333333333332,1.0,1.0
14986,9883,1466,14609,1,343,18,19,1,1155,1,3,0,0,0,1,101,1,8,0,27,1,0,0,4,1,6,9,6,3,0,10,79,211,118.22772277227722,120.0,0,4.0,2,3.3627450980392157,0.17647058823529413,0.00980392156862745,0.05,1.1590953212968356,5.315789473684211,1.0
5790,537,21721,12470,1,129,0,30,1,480,1,3,0,0,0,2,118,1,35,1,29,0,0,0,1,0,32,4,1,9,0,2,41,167,69.39830508474577,67.0,0,18.0,3,1.084033613445378,0.0,0.008403361344537815,0.03225806451612903,0.5831790343255947,3.933333333333333,1.0
12123,13671,23602,952,0,261,97,2,5,11,2,0,0,0,0,10,11,22,0,0,8,2,0,2,0,0,4,3,0,1,0,2,38,117,71.22727272727272,77.5,1,0.0,,7.909090909090909,2.9393939393939394,0.06060606060606061,0.2857142857142857,2.158402203856749,5.5,4.4
1855,12310,6346,6762,0,1,1,4,1,0,1,0,0,0,0,1,9,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,80,188,126.44444444444444,127.0,0,0.0,,0.1,0.1,0.1,0.2,12.644444444444444,2.25,1.0
18321,16677,20132,6976,1,3,1,2,1,21,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,54,91,73.0,73.5,0,0.0,,0.6,0.2,0.2,0.3333333333333333,14.6,2.0,1.0
3615,8959,7360,3729,1,2,2,1,1,339,1,0,0,0,0,1,5,1,3,1,2,0,1,1,0,0,0,0,0,0,0,0,41,76,51.4,48.0,0,2.0,2,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5,8.566666666666666,5.0,1.0
13912,18032,23744,4433,1,1,1,3,1,47,1,0,0,0,0,1,12,1,6,0,5,0,0,0,0,0,1,0,0,0,0,0,25,62,43.25,38.5,0,3.0,2,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.25,3.326923076923077,4.0,1.0
19428,15878,21880,10884,0,416,0,1,2,23,2,0,0,0,0,2,2,40,0,0,0,0,0,0,0,0,3,39,0,0,0,0,45,95,81.225,81.0,1,0.0,,9.904761904761905,0.0,0.047619047619047616,0.6666666666666666,1.9339285714285712,2.0,20.0
26235,24641,5888,14788,0,145,5,1,4,53,2,0,0,0,0,11,1,8,1,1,1,0,0,0,1,0,0,2,0,0,0,0,80,128,91.25,85.0,0,1.0,1,16.11111111111111,0.5555555555555556,0.2222222222222222,0.4,10.13888888888889,1.0,2.0
1206,23609,17216,1550,1,1,0,37,1,1585,1,0,0,0,0,1,71,1,1,0,5,0,2,0,0,0,3,28,0,0,0,1,36,87,61.45070422535211,63.0,0,0.5,1,0.013888888888888888,0.0,0.013888888888888888,0.02631578947368421,0.8534820031298904,1.9189189189189189,1.0
10936,3728,3879,303,1,159,77,6,1,101,1,0,0,0,0,5,29,11,21,4,18,0,0,0,0,0,1,8,1,5,0,0,43,116,83.00313479623824,87.0,0,12.5,3,3.975,1.925,0.025,0.14285714285714285,2.075078369905956,4.833333333333333,11.0
22168,25203,15328,13158,0,5,7,1,2,2,2,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,48,85,66.5,66.5,1,0.0,,0.8333333333333334,1.1666666666666667,0.3333333333333333,0.6666666666666666,11.083333333333334,4.0,1.0
13618,19373,18839,594,1,1,1,3,1,0,1,0,0,0,0,1,4,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,53,83,68.0,68.0,0,0.0,,0.2,0.2,0.2,0.25,13.6,1.3333333333333333,1.0
1187,6302,20780,14193,1,1,1,15,1,503,1,0,0,0,0,1,63,1,7,0,9,0,0,1,0,0,16,7,3,3,0,2,83,179,113.11111111111111,114.0,0,3.5,2,0.015625,0.015625,0.015625,0.0625,1.7673611111111112,4.2,1.0
9026,22404,15075,5928,1,4,3,12,1,68,1,0,0,0,0,1,52,1,9,0,7,2,0,1,0,0,2,14,1,7,0,3,57,144,88.59615384615384,86.5,0,4.5,2,0.07547169811320754,0.05660377358490566,0.018867924528301886,0.07692307692307693,1.6716255442670536,4.333333333333333,1.0
26046,12495,25020,8437,0,0,0,1,1,1,11,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,44,44,44.0,44.0,0,0.0,,0.0,0.0,5.5,5.5,22.0,1.0,1.0
3729,1727,24890,9056,1,0,1,3,1,126,1,0,0,0,0,1,4,1,4,1,0,0,0,0,0,0,0,2,1,0,0,0,52,80,68.25,70.5,0,2.5,2,0.0,0.2,0.2,0.25,13.65,1.3333333333333333,1.0
19315,13346,4609,7717,1,1,0,3,1,15,1,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0,1,4,1,0,0,0,48,100,81.6,90.0,0,0.0,,0.14285714285714285,0.0,0.14285714285714285,0.25,11.657142857142857,1.6666666666666667,2.0
2499,24433,4385,290,0,57,101,1,3,22,3,0,0,0,0,4,2,7,0,0,0,0,0,0,1,1,0,2,4,5,0,0,33,190,105.85714285714286,86.0,0,0.0,,6.333333333333333,11.222222222222221,0.3333333333333333,0.75,11.761904761904763,2.0,2.3333333333333335
11501,2957,6844,14928,1,2,0,3,1,427,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,32,67,52.75,56.0,0,0.0,,0.4,0.0,0.2,0.25,10.55,1.3333333333333333,1.0
26015,19354,10466,11467,1,1,0,3,1,38,1,0,0,0,0,1,6,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0,43,77,52.0,47.5,0,0.0,,0.125,0.0,0.125,0.25,6.5,2.0,2.0
9516,17837,313,10884,0,64,0,1,2,22,2,0,0,0,0,2,2,7,0,0,0,0,0,0,0,0,3,6,0,0,0,0,45,89,75.71428571428572,80.0,1,0.0,,7.111111111111111,0.0,0.2222222222222222,0.6666666666666666,8.412698412698413,2.0,3.5
7352,24789,24238,6608,0,247,69,1,143,2421,1,1,0,1,0,4,1,397,0,0,19,0,4,0,0,0,44,155,23,4,0,10,48,131,73.14609571788412,73.0,1,0.0,,0.6206030150753769,0.17336683417085427,0.002512562814070352,0.006944444444444444,0.18378416009518625,1.0,2.7762237762237763
12898,8508,25133,4170,0,12,11,2,4,89,2,0,0,0,0,3,4,6,3,3,7,0,0,0,1,0,0,2,2,0,0,0,50,401,169.41666666666666,110.0,1,3.0,2,1.2,1.1,0.2,0.3333333333333333,16.941666666666666,2.0,1.5
19407,19641,1471,4684,0,12174,12006,2,21,22,1,6,2,41,0,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,inf,inf,inf,0.043478260869565216,,0.0,0.0
8620,7691,15597,677,1,1,0,2,1,335,1,0,0,0,0,1,3,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0,37,57,49.666666666666664,55.0,0,1.0,1,0.25,0.0,0.25,0.3333333333333333,12.416666666666666,1.5,1.0
7766,15454,10915,18301,1,1,1,39,1,286,1,0,0,0,0,1,132,1,69,1,27,4,0,1,5,0,12,17,2,9,0,7,50,210,92.26515151515152,89.5,0,35.0,3,0.007518796992481203,0.007518796992481203,0.007518796992481203,0.025,0.6937229437229437,3.3846153846153846,1.0
4376,10138,23141,15840,0,5,0,1,1,131,4,0,0,0,0,2,1,10,1,8,0,0,0,0,0,0,8,0,0,0,0,0,19,58,30.1,27.0,1,4.5,2,0.45454545454545453,0.0,0.36363636363636365,2.0,2.7363636363636363,1.0,10.0
3743,5471,6160,14757,0,23,9,9,1,1805,4,0,0,0,0,5,45,2,1,0,9,2,0,0,0,0,1,10,0,7,0,2,63,190,105.76666666666668,103.5,1,0.5,1,0.48936170212765956,0.19148936170212766,0.0851063829787234,0.4,2.250354609929078,5.0,2.0
21438,8618,10229,16415,0,110,33,1,2,47,1,0,0,0,0,7,2,2,1,2,1,0,0,0,0,0,0,3,0,0,0,1,59,64,61.5,61.5,0,1.5,2,27.5,8.25,0.25,0.3333333333333333,15.375,2.0,1.0
13072,19257,22023,2068,1,1,0,3,1,235,1,0,0,0,0,1,7,1,1,1,1,0,0,0,0,0,0,4,0,0,0,0,62,85,69.42857142857143,68.0,0,1.0,1,0.125,0.0,0.125,0.25,8.678571428571429,2.3333333333333335,1.0
19203,8847,17024,10800,0,40,0,25,1,1540,1,0,0,0,0,4,66,1,2,0,19,2,0,0,3,0,2,2,3,5,0,2,45,171,76.0,80.5,0,1.0,1,0.5970149253731343,0.0,0.014925373134328358,0.038461538461538464,1.1343283582089552,2.64,1.0
18548,23292,8463,17949,1,28,0,4,1,8,1,0,0,0,0,1,5,1,0,0,3,1,0,0,1,0,0,1,1,0,0,0,95,119,109.0,110.0,0,0.0,,4.666666666666667,0.0,0.16666666666666666,0.2,18.166666666666668,1.25,1.0
12282,2789,12002,18093,1,1,0,6,1,620,1,0,0,0,0,1,68,1,6,1,5,0,0,0,0,0,26,10,0,0,0,0,27,89,41.61764705882353,40.0,0,3.5,2,0.014492753623188406,0.0,0.014492753623188406,0.14285714285714285,0.603154305200341,11.333333333333334,1.0
21148,18313,26593,17420,0,26,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,16,16,16.0,16.0,1,0.0,,13.0,0.0,0.5,0.5,8.0,1.0,1.0
3187,22383,5362,16187,0,953,86,1,3,48,1,14,0,0,0,80,7,25,0,0,2,0,7,0,0,0,0,16,1,3,0,2,23,156,74.47428571428571,68.0,1,0.0,,29.78125,2.6875,0.03125,0.25,2.3273214285714285,7.0,8.333333333333334
5407,9062,9016,372,0,284,191,1,2,64,1,2,0,0,0,12,1,4,0,1,0,2,0,0,0,0,0,1,0,0,0,0,24,47,36.25,37.0,0,0.5,1,56.8,38.2,0.2,0.3333333333333333,7.25,1.0,2.0
4949,12033,24046,18407,1,1,0,17,1,2987,1,0,0,0,0,1,41,1,4,1,3,1,0,1,0,0,6,12,1,0,0,0,46,106,73.0,77.0,0,2.5,2,0.023809523809523808,0.0,0.023809523809523808,0.05555555555555555,1.7380952380952381,2.411764705882353,1.0
24157,6345,6297,16556,1,1,0,4,1,1256,1,0,0,0,0,1,9,1,0,0,3,0,0,0,0,0,3,1,0,0,0,0,20,104,45.666666666666664,36.0,0,0.0,,0.1,0.0,0.1,0.2,4.566666666666666,2.25,1.0
17820,1239,10243,4631,1,0,28,1,1,71,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,2,72,72,72.0,72.0,0,0.5,1,0.0,14.0,0.5,0.5,36.0,1.0,1.0
8834,18329,22129,14151,0,2,1,6,1,19,1,0,0,0,0,1,12,1,0,0,1,0,0,0,0,0,0,7,0,0,0,0,37,79,60.08333333333333,66.0,1,0.0,,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.14285714285714285,4.621794871794871,2.0,1.0
9536,23094,1655,11616,0,202,6,1,4,1766,1,3,0,0,0,7,1,5,0,0,4,3,0,0,0,0,0,1,0,0,0,0,33,69,53.8,62.0,0,0.0,,33.666666666666664,1.0,0.16666666666666666,0.2,8.966666666666667,1.0,1.25
395,6447,5382,1416,1,1,1,10,1,822,1,0,0,0,0,1,69,1,4,1,24,7,0,1,0,0,0,7,1,4,0,3,79,207,119.79710144927536,114.0,0,2.5,2,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.09090909090909091,1.7113871635610767,6.9,1.0
6022,8267,4709,3348,0,572,37,2,5,20,2,2,0,0,0,9,5,15,0,0,6,0,0,0,0,0,2,3,0,0,0,0,25,107,61.8,64.0,1,0.0,,28.6,1.85,0.1,0.2857142857142857,3.09,2.5,3.0
13061,6350,9241,10664,1,1,0,12,1,34,1,0,0,0,0,1,26,1,16,0,1,0,0,0,0,0,0,13,0,0,0,0,50,124,77.53846153846155,81.0,0,8.0,3,0.037037037037037035,0.0,0.037037037037037035,0.07692307692307693,2.8717948717948723,2.1666666666666665,1.0
6140,12543,16770,11618,0,52,7,8,1,4,2,3,0,0,0,4,12,1,0,0,7,0,0,1,2,0,0,1,1,0,0,0,106,147,120.08333333333334,118.0,0,0.0,,4.0,0.5384615384615384,0.15384615384615385,0.2222222222222222,9.237179487179487,1.5,1.0
11793,4363,21234,15627,0,3281,136,1,21,335,3,15,0,0,0,35,15,121,7,52,40,6,0,0,5,1,16,32,2,0,1,2,15,185,78.92011019283747,70.0,0,29.5,3,24.125,1.0,0.022058823529411766,0.13636363636363635,0.5802949278885108,15.0,5.761904761904762
2294,24509,22569,15769,1,1,0,2,1,59,1,0,0,0,0,1,2,1,2,1,0,0,0,0,0,0,0,2,0,0,0,0,78,89,83.5,83.5,0,1.5,2,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,27.833333333333332,1.0,1.0
15362,13232,18031,5505,0,320,82,4,1,67,2,3,0,0,0,8,9,35,5,6,4,0,0,0,0,0,1,7,5,3,0,2,26,157,88.03174603174602,85.0,0,5.5,3,7.2727272727272725,1.8636363636363635,0.045454545454545456,0.4,2.0007215007215007,2.25,35.0
2188,6901,21206,2997,1,1,0,2,1,159,1,0,0,0,0,1,2,1,2,1,0,0,0,0,0,0,0,2,0,0,0,0,65,66,65.5,65.5,0,1.5,2,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,21.833333333333332,1.0,1.0
14961,3860,8465,7478,1,3370,0,12,2,170,1,14,0,0,0,0,30,2,11,1,8,1,0,1,0,0,8,1,0,0,0,0,40,104,79.73333333333333,81.5,0,6.0,3,105.3125,0.0,0.03125,0.07142857142857142,2.4916666666666667,2.5,1.0
15109,17143,15514,1135,1,1,0,60,1,703,1,0,0,0,0,1,174,1,35,0,4,0,0,0,0,0,10,94,6,0,0,2,34,93,56.87931034482759,56.0,0,17.5,3,0.005714285714285714,0.0,0.005714285714285714,0.01639344262295082,0.3250246305418719,2.9,1.0
26607,14287,8076,6739,1,0,0,6,1,5,1,0,0,0,0,0,18,1,0,0,1,0,0,0,0,0,1,7,0,0,0,0,24,63,49.5,56.0,0,0.0,,0.0,0.0,0.05263157894736842,0.14285714285714285,2.6052631578947367,3.0,1.0
25179,2139,5105,9522,1,393,7,5,2,143,1,6,0,0,0,6,62,4,35,2,16,1,0,2,0,1,2,12,3,2,2,2,52,266,106.58064516129032,96.0,0,18.5,3,5.954545454545454,0.10606060606060606,0.015151515151515152,0.14285714285714285,1.6148582600195502,12.4,2.0
9809,6618,10341,2337,0,145,24,3,1,10,1,1,0,0,0,4,77,5,0,0,40,13,0,0,0,0,4,15,4,9,0,14,40,803,143.99740259740258,95.0,1,0.0,,1.7682926829268293,0.2926829268292683,0.012195121951219513,0.25,1.756065885334178,25.666666666666668,5.0
24554,23377,10836,12700,1,3,3,17,1,2188,1,0,0,0,0,1,44,1,0,0,9,2,0,0,1,0,7,8,4,2,0,1,29,180,58.02272727272727,56.5,0,0.0,,0.06666666666666667,0.06666666666666667,0.022222222222222223,0.05555555555555555,1.2893939393939393,2.588235294117647,1.0
8328,19769,8092,18543,1,1,0,3,1,238,1,0,0,0,0,1,4,1,2,1,0,0,0,0,0,0,0,3,0,0,0,0,48,60,54.25,54.5,0,1.5,2,0.2,0.0,0.2,0.25,10.85,1.3333333333333333,1.0
23094,3656,8165,2193,1,7,0,17,1,4484,1,0,0,0,0,1,60,1,2,0,3,0,0,0,0,2,10,21,5,0,0,0,17,83,36.9,28.5,0,1.0,1,0.11475409836065574,0.0,0.01639344262295082,0.05555555555555555,0.6049180327868853,3.5294117647058822,1.0
13276,10004,14621,6730,1,58,0,10,1,28,1,0,0,0,0,3,36,1,4,0,3,1,0,0,0,0,6,7,0,4,2,2,39,111,71.19444444444444,72.5,0,2.0,2,1.5675675675675675,0.0,0.02702702702702703,0.09090909090909091,1.924174174174174,3.6,1.0
2366,12621,7936,5971,0,17,74,4,1,215,5,0,1,0,0,5,43,4,20,2,7,1,0,0,1,0,0,4,4,9,0,7,34,120,78.52906976744185,79.5,1,11.0,3,0.3617021276595745,1.574468085106383,0.10638297872340426,1.0,1.670831271647699,10.75,4.0
11049,6243,20880,14927,1,165,1,5,1,54,2,0,0,0,0,2,83,3,21,3,9,1,0,1,1,0,3,17,3,1,1,5,25,213,70.11244979919678,66.0,0,12.0,3,1.9186046511627908,0.011627906976744186,0.023255813953488372,0.3333333333333333,0.8152610441767068,16.6,3.0
925,313,7537,15535,1,20,3,2,1,142,1,0,0,0,0,2,2,1,2,1,3,0,0,0,2,0,0,0,0,0,0,0,103,122,112.5,112.5,0,1.5,2,6.666666666666667,1.0,0.3333333333333333,0.3333333333333333,37.5,1.0,1.0
12206,12223,18339,4784,1,1,1,4,1,41,1,0,0,0,0,1,11,1,9,0,1,0,0,0,0,0,0,2,0,2,0,0,49,129,83.0,73.0,0,4.5,2,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.2,6.916666666666667,2.75,1.0
10054,17374,1030,5288,1,1,0,2,1,2,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,41,74,57.5,57.5,0,0.0,,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,19.166666666666668,1.0,1.0
19998,12858,15507,7265,1,0,0,1,1,33,1,0,0,0,0,1,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,29,84,36.90909090909091,29.0,0,1.0,1,0.0,0.0,0.08333333333333333,0.5,3.0757575757575757,11.0,1.0
2511,1311,9930,10801,0,0,0,15,1,924,1,0,0,0,0,0,54,1,9,0,3,0,4,0,0,0,10,14,1,0,0,1,47,108,70.7037037037037,67.5,0,4.5,2,0.0,0.0,0.01818181818181818,0.0625,1.2855218855218853,3.6,1.0
2998,14360,19878,16743,1,1,1,2,1,172,1,0,0,0,0,1,4,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,32,71,49.5,47.5,0,0.0,,0.2,0.2,0.2,0.3333333333333333,9.9,2.0,1.0
10771,7078,16068,3313,0,106,26,1,3,22,2,4,0,0,0,19,1,11,0,0,3,0,0,0,0,0,3,1,0,1,0,0,72,147,97.8181818181818,82.0,0,0.0,,8.833333333333334,2.1666666666666665,0.16666666666666666,0.5,8.15151515151515,1.0,3.6666666666666665
15686,3336,10406,8367,1,1,0,3,1,24,1,0,0,0,0,1,4,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,54,82,67.25,66.5,0,1.0,1,0.2,0.0,0.2,0.25,13.45,1.3333333333333333,1.0
5436,17793,11812,15125,1,13,4,5,1,63,1,0,0,0,0,1,20,1,13,1,0,0,0,0,2,2,0,2,1,4,0,0,77,122,99.9,101.5,0,7.0,3,0.6190476190476191,0.19047619047619047,0.047619047619047616,0.16666666666666666,4.757142857142857,4.0,1.0
11079,2534,2022,6006,1,357,18,35,1,306,2,3,0,0,0,6,128,2,86,0,31,2,2,1,0,0,10,28,3,10,2,3,26,275,95.7578125,90.5,0,43.0,3,2.746153846153846,0.13846153846153847,0.015384615384615385,0.05555555555555555,0.7365985576923076,3.657142857142857,2.0
25939,11158,26286,836,1,3,18,2,1,8,1,0,0,0,0,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43,65,54.0,54.0,0,0.0,,1.0,6.0,0.3333333333333333,0.3333333333333333,18.0,1.0,1.0
1877,11566,19728,1607,1,3,3,67,1,441,2,0,0,0,0,2,327,1,86,1,84,7,1,1,8,3,20,65,17,27,0,13,120,286,160.3058103975535,157.0,0,43.5,3,0.009146341463414634,0.009146341463414634,0.006097560975609756,0.029411764705882353,0.4887372268218095,4.880597014925373,1.0
